@relation poblaciones

@attribute c0 {0, 1}
@attribute c1 {0, 1}
@attribute c2 {0, 1}
@attribute c3 {0, 1}
@attribute c4 {0, 1}
@attribute c5 {0, 1}
@attribute c6 {0, 1}
@attribute c7 {0, 1}
@attribute c8 {0, 1}
@attribute c9 {0, 1}
@attribute mutationProb numeric
@attribute refoodCap numeric
@attribute alimentCost numeric
@attribute movementCap numeric
@attribute generation integer
@attribute size integer
@attribute success {no, yes}

@data
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -0.25169998, 1.3567, -0.2917, 0.87700003, 7, 8, yes
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.3996, 1.9182, -0.8532, 0.6933, 7, 1, no
0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2.4905, 1.8542, -0.8935, -0.25110006, 7, 1, no
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2.1729, 2.5830998, -1.6224, 0.08739996, 7, 1, no
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1.6582, 3.8539, -2.7889, 0.7751, 7, 1, no
0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1.0748999, 2.2217002, 0.2917, -0.58440006, 7, 1, no
0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1.1491001, 2.5545998, -0.9065, 1.5083001, 7, 1, no
0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1.8512001, 4.5673, -3.6065998, 1.7876, 7, 1, no
0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1.7563001, 3.5536, -2.5929, 1.7959, 7, 1, no
0, 0, 0, 0, 1, 0, 0, 1, 1, 0, -0.012799978, 2.0086, -0.25620002, 1.0179999, 7, 8, yes
0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0.38410002, 2.4246, 0.67190003, 1.2200999, 7, 1, no
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0.9738, 2.0809, 0.3282, 0.2377, 7, 1, no
0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1.5216, 2.0216, -1.0609, 0.27109998, 7, 1, no
1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0.5098, 4.0166, -2.0345001, 0.8054, 7, 1, no
0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1.2241001, 3.4817, -2.4167, 1.2135999, 7, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2.9205, 3.4817, -2.521, 0.67209995, 7, 1, no
1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0.8780001, 4.8285, -4.3991, 3.1106, 7, 1, no
1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1.395, 2.9397998, -2.5103998, 0.8088, 7, 1, no
1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0.98160005, 5.8245, -3.2593002, 2.8713999, 7, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 2.8021, 4.0511, -3.0904, 1.2092999, 7, 1, no
0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1.5832, 2.9267998, -1.2787001, 1.0698, 7, 1, no
0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2.3308, 3.8253999, -2.1773, 1.6545001, 7, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1.5975001, 5.4807997, -3.0717, 1.9445999, 7, 1, no
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.693, 1.7133999, -0.7527, 1.1125, 7, 1, no
0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1.1873, 4.5781, -2.0647001, 0.6773, 7, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2.2304, 4.7436, -3.0955, 2.2477999, 7, 1, no
0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1.2619001, 5.8609, -3.4518, 2.227, 7, 1, no
0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0.47420004, 3.201, -2.2403002, 2.243, 7, 1, no
0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1.5216, 2.0216, -1.0609, 0.27109998, 7, 1, no
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1.4938, 3.6985, -3.2691, 1.6007999, 7, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 2.0242, 4.4077997, -3.9784, 1.9307, 7, 1, no
0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1.2834002, 5.0048, -3.3567002, 3.6264, 7, 1, no
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1.4938, 3.6985, -3.2691, 1.6007999, 7, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 7, 1, no
1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1.9254, 3.6490998, -3.2196999, 1.1387, 7, 1, no
0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1.8008, 4.066, -1.6568999, 0.7815999, 7, 1, no
0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1.3861, 3.4687, -1.7163001, 1.4189998, 7, 1, no
1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0.81960005, 5.8374996, -3.9597, 2.6660001, 7, 1, no
1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0.7679, 1.8542, -1.3205, 0.23479998, 7, 1, no
0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1.0726, 2.8396, -0.43049997, 1.0296999, 7, 1, no
0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0.95010006, 4.7669997, -3.0146, 2.2946997, 7, 1, no
1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0.6869001, 3.8528998, -2.7361, 2.3284001, 7, 1, no
0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1.5423, 5.2784996, -2.1820002, 1.8951999, 7, 1, no
0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1.8731002, 4.6611, -3.7004, 2.644, 7, 1, no
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1.4038, 3.7084, -1.2993001, 1.1609, 7, 1, no
0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2.3308, 3.8253999, -2.1773, 1.6545001, 7, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2.2308, 5.6934996, -3.2844002, 1.7047998, 7, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0.96360004, 5.4756994, -2.9105003, 2.8153, 7, 1, no
0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1.3295001, 3.8403, -0.74380004, 1.2267998, 7, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2.9205, 3.4817, -2.521, 0.67209995, 7, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.8894001, 6.3939, -3.2974002, 3.4641995, 7, 1, no
1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0.80570006, 4.2334, -2.3555999, 1.2481999, 7, 1, no
0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0.6722, 6.2045994, -3.1081002, 3.2094, 7, 1, no
0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 2.0135999, 5.5042, -3.0951002, 1.4499999, 7, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1.3603002, 5.6696997, -4.0216, 3.5619998, 7, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1.1721002, 5.6826997, -5.2532997, 3.3009999, 7, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1.3341001, 5.6696997, -4.5529, 3.5063996, 7, 1, no
1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0.7028, 4.7299995, -2.8522, 1.8179, 7, 1, no
1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0.74210006, 4.0551996, -3.6258, 2.3778, 7, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1.4525001, 5.1003, -3.9835, 2.9691997, 7, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1.5975001, 5.4807997, -3.0717, 1.9445999, 7, 1, no
1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0.07980001, 2.3891, -0.407, -0.1178, 7, 1, no
0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0.9323, 3.3152, -0.90610003, 0.71049994, 7, 1, no
0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1.3619001, 3.9927998, -2.3447, 2.1766999, 7, 1, no
0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0.6914001, 3.3903, -2.4296, 2.4977999, 7, 1, no
0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 2.0132, 4.5543, -2.9062, 1.9930001, 7, 1, no
0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2.5849, 3.8618, -2.9011, 0.95449996, 7, 1, no
0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0.9718001, 2.8079, -1.1598, 2.166, 7, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1.2905002, 5.1133, -4.6839, 2.7638, 7, 1, no
0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1.8008, 4.066, -1.6568999, 0.7815999, 7, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1.3909001, 4.1951, -3.7656999, 2.1705, 7, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1.082, 4.9062996, -2.3411002, 2.2781, 7, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2.2304, 4.7436, -3.0955, 2.2477999, 7, 1, no
0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0.6528, 5.1240997, -2.6107001, 1.7091, 7, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2.2304, 4.7436, -3.0955, 2.2477999, 7, 1, no
0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1.2619001, 5.8609, -3.4518, 2.227, 7, 1, no
0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 2.0132, 4.5543, -2.9062, 1.9930001, 7, 1, no
0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1.0487001, 3.4727998, -1.8247001, 2.1016, 7, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2.1688, 3.8384, -2.8776999, 1.4491, 7, 1, no
1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1.9254, 3.6490998, -3.2196999, 1.1387, 7, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2.2308, 5.6934996, -3.2844002, 1.7047998, 7, 1, no
1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0.98160005, 5.8245, -3.2593002, 2.8713999, 7, 1, no
1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0.80530006, 3.2834997, -2.1667, 1.7912, 7, 1, no
0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0.5340001, 4.7436, -2.9912, 2.7893, 7, 1, no
1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1.0225, 3.4727998, -2.356, 2.046, 7, 1, no
1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1.4529, 6.0501995, -4.1724, 2.4262, 7, 1, no
0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1.5026001, 4.4671, -2.058, 1.9528999, 7, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1.5975001, 5.4807997, -3.0717, 1.9445999, 7, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1.9238001, 5.3259997, -4.8966, 2.5239997, 7, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0.96360004, 5.4756994, -2.9105003, 2.8153, 7, 1, no
1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0.98160005, 5.8245, -3.2593002, 2.8713999, 7, 1, no
0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0.6348, 4.7753, -2.2619002, 1.6529999, 7, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1.6411, 6.0372, -2.9407003, 2.6871996, 7, 1, no
1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0.92410004, 3.664, -1.7861999, 0.71099997, 7, 1, no
1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0.86320007, 6.3939, -3.8287003, 3.4085999, 7, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0.58240014, 6.0263996, -4.9096, 4.2833996, 7, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 7, 1, no
1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0.7028, 4.7299995, -2.8522, 1.8179, 7, 1, no
0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1.9500002, 5.3259997, -4.3652997, 2.5796, 7, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1.4525001, 5.1003, -3.9835, 2.9691997, 7, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1.0078001, 5.8245, -2.7280002, 2.9269996, 7, 1, no
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1.3285999, 1.3082, -0.2432, -0.7414, 8, 1, no
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -0.25169998, 1.3567, -0.2917, 0.87700003, 8, 4, yes
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.3996, 1.9182, -0.8532, 0.6933, 8, 1, no
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.3816, 1.5694001, -0.5044, 0.6372, 8, 1, no
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -0.08969998, 1.3436999, 0.4087, 1.0824, 8, 4, yes
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2.1729, 2.5830998, -1.6224, 0.08739996, 8, 1, no
0, 0, 0, 0, 1, 0, 0, 1, 1, 0, -0.012799978, 2.0086, -0.25620002, 1.0179999, 8, 4, yes
0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0.7573, 2.9506001, -0.4372, -0.24590003, 8, 1, no
0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0.45849994, 2.2343001, -1.1693001, 0.5728, 8, 1, no
0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1.3838001, 4.0866, -2.4385002, 3.0331001, 8, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2.9205, 3.4817, -2.521, 0.67209995, 8, 1, no
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0.9738, 2.0809, 0.3282, 0.2377, 8, 1, no
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1.2282, 2.2264, -1.1614001, -0.14810002, 8, 1, no
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1.6836, 2.0085998, -0.3605, 0.47649992, 8, 1, no
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1.8747001, 2.9842, -2.0235, 1.2587, 8, 1, no
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0.57689995, 1.6649001, -0.5999, 0.035600007, 8, 1, no
1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0.3914, 4.586, -2.6039002, 1.3426, 8, 1, no
0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1.9758, 3.125, -2.06, 0.43659997, 8, 1, no
0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2.8201, 4.3999, -3.4392, 1.2654, 8, 1, no
1, 1, 0, 1, 0, 0, 0, 0, 1, 1, -0.30369994, 3.5577, -3.1283, 2.9644, 8, 4, yes
1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1.0245, 2.7458, -0.86800003, 0.11769998, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1.5529001, 4.1821, -3.0653, 2.3758998, 8, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2.1688, 3.8384, -2.8776999, 1.4491, 8, 1, no
0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1.1123, 3.651, -0.55450004, 0.972, 8, 1, no
0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1.8574001, 3.6944, -2.6294, 0.97379994, 8, 1, no
0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2.8201, 4.3999, -3.4392, 1.2654, 8, 1, no
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0.91020006, 1.9027, -0.942, 1.3673, 8, 1, no
0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1.1873, 4.5781, -2.0647001, 0.6773, 8, 1, no
0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1.4018002, 4.4354, -2.7873, 3.0892, 8, 1, no
0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1.3623, 4.9427, -2.5336, 1.6336999, 8, 1, no
0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1.8731002, 4.6611, -3.7004, 2.644, 8, 1, no
0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0.46100003, 3.0895, 0.007000029, 1.1557, 8, 1, no
1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1.1413, 3.8533, -1.9755, 0.9657999, 8, 1, no
0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 2.4496, 4.2059, -1.7968, 0.57429993, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0.8125001, 5.729, -2.6325002, 3.5285997, 8, 1, no
1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0.78730005, 2.9346998, -1.8179002, 1.7350999, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 8, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1.3909001, 4.1951, -3.7656999, 2.1705, 8, 1, no
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1.4938, 3.6985, -3.2691, 1.6007999, 8, 1, no
0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0.63440007, 3.8253999, -2.0730002, 2.1959999, 8, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 2.3492, 5.1240997, -2.7150002, 1.1675998, 8, 1, no
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1.7586, 2.9357, -1.8707, 0.18180001, 8, 1, no
0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1.5435001, 2.1154, -1.1547, 1.1274999, 8, 1, no
0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1.0689, 5.1475, -2.6341002, 1.2145, 8, 1, no
1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1.395, 2.9397998, -2.5103998, 0.8088, 8, 1, no
1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0.76440006, 5.6351995, -3.0700002, 2.6166, 8, 1, no
0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1.4431001, 3.0336, -2.0729, 1.7207999, 8, 1, no
0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0.69570005, 4.6215, -1.5250001, 2.6805, 8, 1, no
0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1.6204001, 2.7803001, -1.8196001, 1.0630999, 8, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2.2308, 5.6934996, -3.2844002, 1.7047998, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 8, 1, no
0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1.3295001, 3.8403, -0.74380004, 1.2267998, 8, 1, no
0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1.8754001, 4.0432, -2.9782, 1.0299, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1.7595, 5.4678, -2.3713002, 2.1499996, 8, 1, no
0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1.8004, 3.1160998, -1.468, 1.3245999, 8, 1, no
1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0.70120007, 6.4068995, -4.5291, 3.2032, 8, 1, no
0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1.8008, 4.066, -1.6568999, 0.7815999, 8, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2.112, 5.3129997, -3.6649, 2.7849998, 8, 1, no
1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1.4529, 6.0501995, -4.1724, 2.4262, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 8, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1.082, 4.9062996, -2.3411002, 2.2781, 8, 1, no
0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1.9500002, 5.3259997, -4.3652997, 2.5796, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0.8012001, 4.5388, -3.422, 3.1528997, 8, 1, no
1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1.4529, 6.0501995, -4.1724, 2.4262, 8, 1, no
0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1.2876999, 3.6599002, -1.1465001, 0.08399999, 8, 1, no
0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 2.4845, 4.7799997, -3.8193, 1.5478, 8, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2.1688, 3.8384, -2.8776999, 1.4491, 8, 1, no
0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0.9538001, 2.4591, -0.811, 2.1099, 8, 1, no
0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2.7033, 3.2924, -2.3316998, 0.4173, 8, 1, no
0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2.0544999, 3.1525, -2.1918, 0.62459993, 8, 1, no
1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0.29430002, 2.2463999, -1.1296, 2.2941, 8, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1.2905002, 5.1133, -4.6839, 2.7638, 8, 1, no
0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1.4648, 3.4961998, -1.8481002, 1.607, 8, 1, no
1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0.48360008, 5.2676997, -4.1509, 3.4913998, 8, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0.96360004, 5.4756994, -2.9105003, 2.8153, 8, 1, no
0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2.7017, 4.9693, -4.0085998, 1.8026, 8, 1, no
0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0.8148, 5.1111, -1.9103001, 1.9144999, 8, 1, no
1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0.98160005, 5.8245, -3.2593002, 2.8713999, 8, 1, no
0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0.7726, 5.2864, -2.1899002, 2.6161, 8, 1, no
0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2.3308, 3.8253999, -2.1773, 1.6545001, 8, 1, no
0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1.5200001, 3.6985, -2.7378001, 1.6564, 8, 1, no
0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1.6979, 4.5626, -2.1535, 1.3513, 8, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2.1426, 3.8384, -3.409, 1.3935, 8, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2.2308, 5.6934996, -3.2844002, 1.7047998, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1.6411, 6.0372, -2.9407003, 2.6871996, 8, 1, no
0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1.3028, 3.5091999, -2.5485, 1.4015999, 8, 1, no
0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1.1237001, 4.3999, -3.3349, 1.8069, 8, 1, no
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1.4938, 3.6985, -3.2691, 1.6007999, 8, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2.2308, 5.6934996, -3.2844002, 1.7047998, 8, 1, no
0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1.3623, 4.9427, -2.5336, 1.6336999, 8, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1.2905002, 5.1133, -4.6839, 2.7638, 8, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1.2725002, 4.7644997, -4.3350997, 2.7077, 8, 1, no
1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0.96360004, 5.4756994, -2.9105003, 2.8153, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1.7595, 5.4678, -2.3713002, 2.1499996, 8, 1, no
0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0.5160001, 4.3947997, -2.6424003, 2.7331998, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1.6411, 6.0372, -2.9407003, 2.6871996, 8, 1, no
1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1.395, 2.9397998, -2.5103998, 0.8088, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1.6411, 6.0372, -2.9407003, 2.6871996, 8, 1, no
1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1.1721002, 5.6826997, -5.2532997, 3.3009999, 8, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1.3341001, 5.6696997, -4.5529, 3.5063996, 8, 1, no
1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0.86480004, 4.717, -2.1518002, 2.0232997, 8, 1, no
0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1.5200001, 3.6985, -2.7378001, 1.6564, 8, 1, no
1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1.4525001, 5.1003, -3.9835, 2.9691997, 8, 1, no
0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1.0078001, 5.8245, -2.7280002, 2.9269996, 8, 1, no
0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 2.1688, 3.8384, -2.8776999, 1.4491, 8, 1, no
1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1.2353001, 4.911, -3.7942, 2.7143998, 8, 1, no
0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1.8754001, 4.0432, -2.9782, 1.0299, 8, 1, no
0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1.5791001, 4.1821, -2.534, 2.4315002, 8, 1, no
0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1.4787002, 5.1003, -3.4522, 3.0247998, 8, 1, no
1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0.9784001, 3.9103, -3.4809, 2.5173001, 8, 1, no
1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0.9609, 2.5675998, -2.1382, 1.2472999, 8, 1, no
1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0.44620007, 3.8384, -3.3047, 1.935, 8, 1, no
1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1.3909001, 4.1951, -3.7656999, 2.1705, 8, 1, no
1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0.5249, 3.8658998, -3.4364998, 2.123, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1.4345001, 4.7514997, -3.6347, 2.9130998, 8, 1, no
0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1.2615001, 4.911, -3.2628999, 2.7700002, 8, 1, no
1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1.5529001, 4.1821, -3.0653, 2.3758998, 8, 1, no
0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1.5975001, 5.4807997, -3.0717, 1.9445999, 8, 1, no
